image_name,prompt,source
misc_0.png,"le quattro stagioni rv 2 9 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_1.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_2.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_3.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, daniel ridgway knight, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_4.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, daniel ridgway knight, clear face, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_5.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, edward robert hughes, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_6.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, maria mirage, immerse, slime, 2 0 th century, special effects makeup,, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_7.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, peter lindbergh, immerse, slime, 2 0 th century, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_8.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_9.png,"canon p 3 7 masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, pinterest, alphonse mucha ",diffusiondb/stable-diffusion
misc_10.png,"le quattro stagioni masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",diffusiondb/stable-diffusion
misc_11.png,"le quattro stagioni masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",diffusiondb/stable-diffusion
misc_12.png,"le quattro stagioni masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, pinterest, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",diffusiondb/stable-diffusion
misc_13.png,"le quattro stagioni masterpiece ultrarealistic ultradetailed painting of catholic veiled lady beside fruits, still life, greg rutkowski, immerse, slime, 2 0 th century, special effects makeup, pinterest, maximalist, glittering, gold, ivory, hyperreal, golden ratio, alphonse mucha ",diffusiondb/stable-diffusion
misc_14.png,"kitchen with morning light filtering through stained glass window above rustic sink surrounded in plants in pots of various colours, studio giblhi, japanese animation, lo - fi ",diffusiondb/stable-diffusion
misc_15.png,wide view of kitchen with morning light filtering through stained glass window above rustic sink surrounded in plants in pots of various colours in studio giblhi lofi style ,diffusiondb/stable-diffusion
misc_16.png,"cyberpunk cube - shaped machine, single object on black ground, digital art, artstation ",diffusiondb/stable-diffusion
misc_17.png,"cyberpunk rectangle - shaped machine, absorbing blue particles, single object on black ground, digital art, artstation ",diffusiondb/stable-diffusion
misc_18.png,"cyberpunk rectangle - shaped machine, intricate, absorbing smog, single object on black ground, digital art, artstation ",diffusiondb/stable-diffusion
misc_19.png,"cyberpunk neuvopack, single object on black ground, digital art, artstation ",diffusiondb/stable-diffusion
misc_20.png,"3 glass orbs containing different colorful energetic storms, the glass orbs are sitting on a wooden table in ambient sunlight, photorealistic, cinematic, depth of field, award winning, high resolution, intricate details. Rendered with autodesk arnold unreal engine octane render Lumion Blender Maxwell.",diffusiondb/stable-diffusion
misc_21.png,"hidden object game character, concept art",diffusiondb/stable-diffusion
misc_22.png,"Portrait of a Zen monk in trance, with the eyes closed. Still life, grazing light. Painting by Zurbaran",diffusiondb/stable-diffusion
misc_23.png,Woman eating soup on the ground. Still life with white water jug. Painting by Zurbaran.,diffusiondb/stable-diffusion
misc_24.png,"This photograph is beautiful because of its harmony of colors and its simple but powerful composition. The artist has created a scene of peaceful domesticity, with a mother and child in the center, surrounded by a few simple objects. The colors are muted and calming, and the overall effect is one of serenity and calm. electric by Ellen Jewett, by Lawrence Alma-Tadema realistic, tired",diffusiondb/stable-diffusion
misc_25.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, table",diffusiondb/stable-diffusion
misc_26.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, table, ikea",diffusiondb/stable-diffusion
misc_27.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, home office, whole room ",diffusiondb/stable-diffusion
misc_28.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed ",diffusiondb/stable-diffusion
misc_29.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_30.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_31.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, Cyborg R.A.T 7, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_32.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_33.png,"a galactic overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, galactic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, space color neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_34.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, nebula, galactic, space, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
misc_35.png,"A still of a happy, excited Jason Momoa playing with his pink play kitchen toy in a toy commercial, 4k resolution, hyperdetailed, studio lighting",diffusiondb/stable-diffusion
